case_id,activity,event_order,exchange_rate
9227,Check exchange rate,10,1.06
9227,Check exchange rate,11,1.0
9227,Check exchange rate,12,0.82
9227,Pays cash,13,
9228,Check-in,1,
9228,Check exchange rate,2,1.04
9228,Check exchange rate,3,1.07
9228,Check exchange rate,4,0.98
9228,Check exchange rate,5,1.18
9228,Check exchange rate,6,0.86
9228,Check exchange rate,7,0.95
9228,Check exchange rate,8,1.0
9228,Check exchange rate,9,1.22
9228,Check exchange rate,10,0.91
9228,Check exchange rate,11,1.17
9228,Check exchange rate,12,0.93
9228,Pays by card,13,
9229,Check-in,1,
9229,Check exchange rate,2,1.1
9229,Check exchange rate,3,0.82
9229,Check exchange rate,4,0.81
9229,Check exchange rate,5,0.97
9229,Check exchange rate,6,0.93
9229,Check exchange rate,7,0.97
9229,Check exchange rate,8,0.91
9229,Check exchange rate,9,1.23
9229,Check exchange rate,10,1.03
9229,Check exchange rate,11,1.01
9229,Check exchange rate,12,1.13
9229,Pays cash,13,
9230,Check-in,1,
9230,Check exchange rate,2,0.89
9230,Check exchange rate,3,1.03
9230,Check exchange rate,4,1.05
9230,Check exchange rate,5,1.11
9230,Check exchange rate,6,1.09
9230,Check exchange rate,7,0.94
9230,Check exchange rate,8,1.15
9230,Check exchange rate,9,0.95
9230,Check exchange rate,10,0.91
9230,Check exchange rate,11,1.1
9230,Check exchange rate,12,1.05
9230,Pays cash,13,
9231,Check-in,1,
9231,Check exchange rate,2,0.99
9231,Check exchange rate,3,0.9
9231,Check exchange rate,4,1.01
9231,Check exchange rate,5,1.1
9231,Check exchange rate,6,1.11
9231,Check exchange rate,7,0.83
9231,Check exchange rate,8,0.74
9231,Check exchange rate,9,0.99
9231,Check exchange rate,10,0.96
9231,Check exchange rate,11,0.88
9231,Check exchange rate,12,0.97
9231,Pays by card,13,
9232,Check-in,1,
9232,Check exchange rate,2,1.01
9232,Check exchange rate,3,0.82
9232,Check exchange rate,4,1.0
9232,Check exchange rate,5,0.92
9232,Check exchange rate,6,1.02
9232,Check exchange rate,7,0.78
9232,Check exchange rate,8,1.12
9232,Check exchange rate,9,1.02
9232,Check exchange rate,10,1.11
9232,Check exchange rate,11,0.96
9232,Check exchange rate,12,1.02
9232,Pays by card,13,
9233,Check-in,1,
9233,Check exchange rate,2,0.87
9233,Check exchange rate,3,0.88
9233,Check exchange rate,4,0.92
9233,Check exchange rate,5,0.91
9233,Check exchange rate,6,0.84
9233,Check exchange rate,7,1.1
9233,Check exchange rate,8,1.21
9233,Check exchange rate,9,1.0
9233,Check exchange rate,10,0.93
9233,Check exchange rate,11,1.07
9233,Check exchange rate,12,1.12
9233,Pays by card,13,
9234,Check-in,1,
9234,Check exchange rate,2,1.0
9234,Check exchange rate,3,0.91
9234,Check exchange rate,4,1.09
9234,Check exchange rate,5,0.92
9234,Check exchange rate,6,1.01
9234,Check exchange rate,7,0.94
9234,Check exchange rate,8,1.0
9234,Check exchange rate,9,0.89
9234,Check exchange rate,10,1.0
9234,Check exchange rate,11,0.95
9234,Check exchange rate,12,0.87
9234,Pays cash,13,
9235,Check-in,1,
9235,Check exchange rate,2,1.13
9235,Check exchange rate,3,0.82
9235,Check exchange rate,4,0.94
9235,Check exchange rate,5,0.95
9235,Check exchange rate,6,1.06
9235,Check exchange rate,7,1.04
9235,Check exchange rate,8,1.03
9235,Check exchange rate,9,1.09
9235,Check exchange rate,10,0.88
9235,Check exchange rate,11,1.2
9235,Check exchange rate,12,0.83
9235,Pays by card,13,
9236,Check-in,1,
9236,Check exchange rate,2,1.04
9236,Check exchange rate,3,0.97
9236,Check exchange rate,4,1.0
9236,Check exchange rate,5,1.04
9236,Check exchange rate,6,1.04
9236,Check exchange rate,7,0.94
9236,Check exchange rate,8,1.2
9236,Check exchange rate,9,0.97
9236,Check exchange rate,10,0.86
9236,Check exchange rate,11,1.0
9236,Check exchange rate,12,0.87
9236,Pays cash,13,
9237,Check-in,1,
9237,Check exchange rate,2,0.99
9237,Check exchange rate,3,0.82
9237,Check exchange rate,4,0.93
9237,Check exchange rate,5,1.02
9237,Check exchange rate,6,1.15
9237,Check exchange rate,7,1.09
9237,Check exchange rate,8,0.92
9237,Check exchange rate,9,0.87
9237,Check exchange rate,10,0.98
9237,Check exchange rate,11,0.99
9237,Check exchange rate,12,0.96
9237,Pays by card,13,
9238,Check-in,1,
9238,Check exchange rate,2,0.9
9238,Check exchange rate,3,1.07
9238,Check exchange rate,4,1.04
9238,Check exchange rate,5,0.98
9238,Check exchange rate,6,1.03
9238,Check exchange rate,7,0.85
9238,Check exchange rate,8,1.08
9238,Check exchange rate,9,0.9
9238,Check exchange rate,10,0.93
9238,Check exchange rate,11,1.07
9238,Check exchange rate,12,0.74
9238,Pays by card,13,
9239,Check-in,1,
9239,Check exchange rate,2,0.98
9239,Check exchange rate,3,1.02
9239,Check exchange rate,4,0.9
9239,Check exchange rate,5,1.03
9239,Check exchange rate,6,0.94
9239,Check exchange rate,7,0.97
9239,Check exchange rate,8,1.07
9239,Check exchange rate,9,0.75
9239,Check exchange rate,10,1.0
9239,Check exchange rate,11,0.98
9239,Check exchange rate,12,0.89
9239,Pays by card,13,
9240,Check-in,1,
9240,Check exchange rate,2,1.13
9240,Check exchange rate,3,1.07
9240,Check exchange rate,4,0.95
9240,Check exchange rate,5,1.05
9240,Check exchange rate,6,0.86
9240,Check exchange rate,7,1.06
9240,Check exchange rate,8,1.0
9240,Check exchange rate,9,1.15
9240,Check exchange rate,10,1.09
9240,Check exchange rate,11,0.97
9240,Check exchange rate,12,1.18
9240,Pays cash,13,
9241,Check-in,1,
9241,Check exchange rate,2,1.08
9241,Check exchange rate,3,1.0
9241,Check exchange rate,4,1.09
9241,Check exchange rate,5,1.07
9241,Check exchange rate,6,1.05
9241,Check exchange rate,7,1.12
9241,Check exchange rate,8,0.98
9241,Check exchange rate,9,1.06
9241,Check exchange rate,10,0.99
9241,Check exchange rate,11,0.99
9241,Check exchange rate,12,0.94
9241,Pays cash,13,
9242,Check-in,1,
9242,Check exchange rate,2,1.18
9242,Check exchange rate,3,0.99
9242,Check exchange rate,4,0.97
9242,Check exchange rate,5,1.04
9242,Check exchange rate,6,1.07
9242,Check exchange rate,7,0.92
9242,Check exchange rate,8,0.86
9242,Check exchange rate,9,0.9
9242,Check exchange rate,10,1.04
9242,Check exchange rate,11,1.01
9242,Check exchange rate,12,1.06
9242,Pays by card,13,
9243,Check-in,1,
9243,Check exchange rate,2,0.91
9243,Check exchange rate,3,1.02
9243,Check exchange rate,4,1.16
9243,Check exchange rate,5,0.9
9243,Check exchange rate,6,1.02
9243,Check exchange rate,7,1.14
9243,Check exchange rate,8,1.07
9243,Check exchange rate,9,1.19
9243,Check exchange rate,10,0.94
9243,Check exchange rate,11,0.9
9243,Check exchange rate,12,0.94
9243,Pays cash,13,
9244,Check-in,1,
9244,Check exchange rate,2,0.91
9244,Check exchange rate,3,1.0
9244,Check exchange rate,4,0.97
9244,Check exchange rate,5,0.94
9244,Check exchange rate,6,0.98
9244,Check exchange rate,7,0.93
9244,Check exchange rate,8,0.94
9244,Check exchange rate,9,0.88
9244,Check exchange rate,10,1.08
9244,Check exchange rate,11,1.0
9244,Check exchange rate,12,1.11
9244,Pays cash,13,
9245,Check-in,1,
9245,Check exchange rate,2,0.97
9245,Check exchange rate,3,0.96
9245,Check exchange rate,4,1.01
9245,Check exchange rate,5,0.95
9245,Check exchange rate,6,1.1
9245,Check exchange rate,7,0.97
9245,Check exchange rate,8,1.1
9245,Check exchange rate,9,1.02
9245,Check exchange rate,10,1.16
9245,Check exchange rate,11,1.05
9245,Check exchange rate,12,1.01
9245,Pays by card,13,
9246,Check-in,1,
9246,Check exchange rate,2,1.13
9246,Check exchange rate,3,1.21
9246,Check exchange rate,4,1.05
9246,Check exchange rate,5,1.0
9246,Check exchange rate,6,0.98
9246,Check exchange rate,7,0.99
9246,Check exchange rate,8,1.01
9246,Check exchange rate,9,0.98
9246,Check exchange rate,10,0.99
9246,Check exchange rate,11,0.99
9246,Check exchange rate,12,0.87
9246,Pays by card,13,
9247,Check-in,1,
9247,Check exchange rate,2,0.83
9247,Check exchange rate,3,1.04
9247,Check exchange rate,4,1.14
9247,Check exchange rate,5,1.08
9247,Check exchange rate,6,1.08
9247,Check exchange rate,7,0.82
9247,Check exchange rate,8,1.17
9247,Check exchange rate,9,0.96
9247,Check exchange rate,10,1.06
9247,Check exchange rate,11,0.96
9247,Check exchange rate,12,0.98
9247,Pays cash,13,
9248,Check-in,1,
9248,Check exchange rate,2,1.11
9248,Check exchange rate,3,1.06
9248,Check exchange rate,4,1.05
9248,Check exchange rate,5,1.08
9248,Check exchange rate,6,0.95
9248,Check exchange rate,7,0.82
9248,Check exchange rate,8,0.95
9248,Check exchange rate,9,0.74
9248,Check exchange rate,10,1.05
9248,Check exchange rate,11,0.99
9248,Check exchange rate,12,0.88
9248,Pays cash,13,
9249,Check-in,1,
9249,Check exchange rate,2,0.84
9249,Check exchange rate,3,1.05
9249,Check exchange rate,4,0.86
9249,Check exchange rate,5,1.06
9249,Check exchange rate,6,0.96
9249,Check exchange rate,7,0.97
9249,Check exchange rate,8,1.0
9249,Check exchange rate,9,0.93
9249,Check exchange rate,10,0.98
9249,Check exchange rate,11,1.13
9249,Check exchange rate,12,1.12
9249,Pays cash,13,
9250,Check-in,1,
9250,Check exchange rate,2,0.94
9250,Check exchange rate,3,1.06
9250,Check exchange rate,4,0.93
9250,Check exchange rate,5,0.97
9250,Check exchange rate,6,1.0
9250,Check exchange rate,7,1.13
9250,Check exchange rate,8,0.98
9250,Check exchange rate,9,1.11
9250,Check exchange rate,10,0.91
9250,Check exchange rate,11,0.77
9250,Check exchange rate,12,0.76
9250,Pays by card,13,
9251,Check-in,1,
9251,Check exchange rate,2,0.97
9251,Check exchange rate,3,1.03
9251,Check exchange rate,4,1.0
9251,Check exchange rate,5,1.1
9251,Check exchange rate,6,1.04
9251,Check exchange rate,7,1.26
9251,Check exchange rate,8,0.96
9251,Check exchange rate,9,0.94
9251,Check exchange rate,10,1.11
9251,Check exchange rate,11,1.03
9251,Check exchange rate,12,1.0
9251,Pays cash,13,
9252,Check-in,1,
9252,Check exchange rate,2,0.98
9252,Check exchange rate,3,1.19
9252,Check exchange rate,4,0.94
9252,Check exchange rate,5,0.84
9252,Check exchange rate,6,1.18
9252,Check exchange rate,7,1.01
9252,Check exchange rate,8,0.96
9252,Check exchange rate,9,0.89
9252,Check exchange rate,10,1.02
9252,Check exchange rate,11,1.17
9252,Check exchange rate,12,0.84
9252,Pays by card,13,
9253,Check-in,1,
9253,Check exchange rate,2,0.83
9253,Check exchange rate,3,0.84
9253,Check exchange rate,4,0.93
9253,Check exchange rate,5,0.99
9253,Check exchange rate,6,0.93
9253,Check exchange rate,7,1.19
9253,Check exchange rate,8,0.98
9253,Check exchange rate,9,1.09
9253,Check exchange rate,10,1.01
9253,Check exchange rate,11,0.88
9253,Check exchange rate,12,0.94
9253,Pays by card,13,
9254,Check-in,1,
9254,Check exchange rate,2,0.95
9254,Check exchange rate,3,0.99
9254,Check exchange rate,4,1.1
9254,Check exchange rate,5,1.0
9254,Check exchange rate,6,1.21
9254,Check exchange rate,7,1.05
9254,Check exchange rate,8,0.79
9254,Check exchange rate,9,1.08
9254,Check exchange rate,10,0.9
9254,Check exchange rate,11,1.02
9254,Check exchange rate,12,1.14
9254,Pays cash,13,
9255,Check-in,1,
9255,Check exchange rate,2,0.91
9255,Check exchange rate,3,0.96
9255,Check exchange rate,4,1.16
9255,Check exchange rate,5,0.95
9255,Check exchange rate,6,0.94
9255,Check exchange rate,7,0.93
9255,Check exchange rate,8,1.12
9255,Check exchange rate,9,1.12
9255,Check exchange rate,10,0.97
9255,Check exchange rate,11,1.06
9255,Check exchange rate,12,0.94
9255,Pays by card,13,
9256,Check-in,1,
9256,Check exchange rate,2,0.96
9256,Check exchange rate,3,0.9
9256,Check exchange rate,4,1.06
9256,Check exchange rate,5,1.08
9256,Check exchange rate,6,0.93
9256,Check exchange rate,7,1.06
9256,Check exchange rate,8,0.97
9256,Check exchange rate,9,0.92
9256,Check exchange rate,10,1.16
9256,Check exchange rate,11,1.02
9256,Check exchange rate,12,1.08
9256,Pays by card,13,
9257,Check-in,1,
9257,Check exchange rate,2,1.03
9257,Check exchange rate,3,0.99
9257,Check exchange rate,4,0.92
9257,Check exchange rate,5,0.99
9257,Check exchange rate,6,1.16
9257,Check exchange rate,7,1.04
9257,Check exchange rate,8,0.93
9257,Check exchange rate,9,1.09
9257,Check exchange rate,10,1.08
9257,Check exchange rate,11,1.13
9257,Check exchange rate,12,0.89
9257,Pays cash,13,
9258,Check-in,1,
9258,Check exchange rate,2,0.87
9258,Check exchange rate,3,0.82
9258,Check exchange rate,4,1.24
9258,Check exchange rate,5,0.98
9258,Check exchange rate,6,0.91
9258,Check exchange rate,7,0.95
9258,Check exchange rate,8,1.02
9258,Check exchange rate,9,0.84
9258,Check exchange rate,10,1.06
9258,Check exchange rate,11,1.04
9258,Check exchange rate,12,1.02
9258,Pays by card,13,
9259,Check-in,1,
9259,Check exchange rate,2,1.09
9259,Check exchange rate,3,0.96
9259,Check exchange rate,4,0.84
9259,Check exchange rate,5,0.95
9259,Check exchange rate,6,0.96
9259,Check exchange rate,7,0.88
9259,Check exchange rate,8,1.07
9259,Check exchange rate,9,0.92
9259,Check exchange rate,10,1.01
9259,Check exchange rate,11,0.95
9259,Check exchange rate,12,0.91
9259,Pays by card,13,
9260,Check-in,1,
9260,Check exchange rate,2,1.09
9260,Check exchange rate,3,0.91
9260,Check exchange rate,4,1.01
9260,Check exchange rate,5,0.93
9260,Check exchange rate,6,1.15
9260,Check exchange rate,7,1.1
9260,Check exchange rate,8,1.03
9260,Check exchange rate,9,1.19
9260,Check exchange rate,10,0.98
9260,Check exchange rate,11,0.91
9260,Check exchange rate,12,1.1
9260,Pays by card,13,
9261,Check-in,1,
9261,Check exchange rate,2,0.86
9261,Check exchange rate,3,1.13
9261,Check exchange rate,4,1.03
9261,Check exchange rate,5,0.86
9261,Check exchange rate,6,1.2
9261,Check exchange rate,7,1.08
9261,Check exchange rate,8,1.04
9261,Check exchange rate,9,1.04
9261,Check exchange rate,10,1.03
9261,Check exchange rate,11,0.95
9261,Check exchange rate,12,1.07
9261,Pays cash,13,
9262,Check-in,1,
9262,Check exchange rate,2,0.85
9262,Check exchange rate,3,0.91
9262,Check exchange rate,4,0.89
9262,Check exchange rate,5,0.97
9262,Check exchange rate,6,1.13
9262,Check exchange rate,7,0.97
9262,Check exchange rate,8,1.14
9262,Check exchange rate,9,0.82
9262,Check exchange rate,10,0.95
9262,Check exchange rate,11,0.99
9262,Check exchange rate,12,1.14
9262,Pays cash,13,
9263,Check-in,1,
9263,Check exchange rate,2,1.09
9263,Check exchange rate,3,1.0
9263,Check exchange rate,4,0.97
9263,Check exchange rate,5,1.04
9263,Check exchange rate,6,1.06
9263,Check exchange rate,7,0.78
9263,Check exchange rate,8,1.0
9263,Check exchange rate,9,1.04
9263,Check exchange rate,10,0.98
9263,Check exchange rate,11,0.85
9263,Check exchange rate,12,0.96
9263,Pays by card,13,
9264,Check-in,1,
9264,Check exchange rate,2,1.05
9264,Check exchange rate,3,1.07
9264,Check exchange rate,4,1.06
9264,Check exchange rate,5,1.03
9264,Check exchange rate,6,1.03
9264,Check exchange rate,7,0.98
9264,Check exchange rate,8,1.16
9264,Check exchange rate,9,0.97
9264,Check exchange rate,10,1.05
9264,Check exchange rate,11,1.04
9264,Check exchange rate,12,0.84
9264,Pays cash,13,
9265,Check-in,1,
9265,Check exchange rate,2,0.97
9265,Check exchange rate,3,1.01
9265,Check exchange rate,4,0.93
9265,Check exchange rate,5,1.05
9265,Check exchange rate,6,1.03
9265,Check exchange rate,7,0.99
9265,Check exchange rate,8,0.9
9265,Check exchange rate,9,1.06
9265,Check exchange rate,10,1.03
9265,Check exchange rate,11,0.87
9265,Check exchange rate,12,1.07
9265,Pays cash,13,
9266,Check-in,1,
9266,Check exchange rate,2,0.88
9266,Check exchange rate,3,0.97
9266,Check exchange rate,4,1.03
9266,Check exchange rate,5,1.19
9266,Check exchange rate,6,1.06
9266,Check exchange rate,7,0.86
9266,Check exchange rate,8,1.02
9266,Check exchange rate,9,0.92
9266,Check exchange rate,10,0.88
9266,Check exchange rate,11,1.12
9266,Check exchange rate,12,0.99
9266,Pays by card,13,
9267,Check-in,1,
9267,Check exchange rate,2,0.94
9267,Check exchange rate,3,1.11
9267,Check exchange rate,4,1.11
9267,Check exchange rate,5,1.19
9267,Check exchange rate,6,0.92
9267,Check exchange rate,7,0.99
9267,Check exchange rate,8,0.88
9267,Check exchange rate,9,1.0
9267,Check exchange rate,10,1.12
9267,Check exchange rate,11,1.06
9267,Check exchange rate,12,0.95
9267,Pays cash,13,
9268,Check-in,1,
9268,Check exchange rate,2,0.88
9268,Check exchange rate,3,1.04
9268,Check exchange rate,4,1.2
9268,Check exchange rate,5,1.0
9268,Check exchange rate,6,1.0
9268,Check exchange rate,7,1.06
9268,Check exchange rate,8,1.09
9268,Check exchange rate,9,1.17
9268,Check exchange rate,10,1.07
9268,Check exchange rate,11,1.23
9268,Check exchange rate,12,0.97
9268,Pays cash,13,
9269,Check-in,1,
9269,Check exchange rate,2,1.0
9269,Check exchange rate,3,0.97
9269,Check exchange rate,4,0.8
9269,Check exchange rate,5,0.91
9269,Check exchange rate,6,1.03
9269,Check exchange rate,7,1.0
9269,Check exchange rate,8,1.17
9269,Check exchange rate,9,0.86
9269,Check exchange rate,10,1.2
9269,Check exchange rate,11,1.03
9269,Check exchange rate,12,1.07
9269,Pays by card,13,
9270,Check-in,1,
9270,Check exchange rate,2,1.01
9270,Check exchange rate,3,1.18
9270,Check exchange rate,4,1.04
9270,Check exchange rate,5,1.0
9270,Check exchange rate,6,0.93
9270,Check exchange rate,7,0.92
9270,Check exchange rate,8,1.02
9270,Check exchange rate,9,1.01
9270,Check exchange rate,10,0.88
9270,Check exchange rate,11,0.87
9270,Check exchange rate,12,0.91
9270,Pays cash,13,
9271,Check-in,1,
9271,Check exchange rate,2,1.01
9271,Check exchange rate,3,0.99
9271,Check exchange rate,4,1.04
9271,Check exchange rate,5,0.92
9271,Check exchange rate,6,0.91
9271,Check exchange rate,7,1.1
9271,Check exchange rate,8,1.0
9271,Check exchange rate,9,0.93
9271,Check exchange rate,10,1.05
9271,Check exchange rate,11,0.91
9271,Check exchange rate,12,0.82
9271,Pays cash,13,
9272,Check-in,1,
9272,Check exchange rate,2,0.99
9272,Check exchange rate,3,1.15
9272,Check exchange rate,4,0.94
9272,Check exchange rate,5,0.95
9272,Check exchange rate,6,0.95
9272,Check exchange rate,7,0.9
9272,Check exchange rate,8,0.87
9272,Check exchange rate,9,1.01
9272,Check exchange rate,10,1.02
9272,Check exchange rate,11,1.01
9272,Check exchange rate,12,0.78
9272,Pays by card,13,
9273,Check-in,1,
9273,Check exchange rate,2,1.05
9273,Check exchange rate,3,1.09
9273,Check exchange rate,4,1.06
9273,Check exchange rate,5,0.98
9273,Check exchange rate,6,1.05
9273,Check exchange rate,7,0.95
9273,Check exchange rate,8,0.89
9273,Check exchange rate,9,1.11
9273,Check exchange rate,10,0.98
9273,Check exchange rate,11,1.18
9273,Check exchange rate,12,1.15
9273,Pays by card,13,
9274,Check-in,1,
9274,Check exchange rate,2,1.08
9274,Check exchange rate,3,1.14
9274,Check exchange rate,4,1.03
9274,Check exchange rate,5,0.99
9274,Check exchange rate,6,0.91
9274,Check exchange rate,7,0.96
9274,Check exchange rate,8,1.09
9274,Check exchange rate,9,1.03
9274,Check exchange rate,10,1.14
9274,Check exchange rate,11,0.95
9274,Check exchange rate,12,0.83
9274,Pays cash,13,
9275,Check-in,1,
9275,Check exchange rate,2,1.06
9275,Check exchange rate,3,1.09
9275,Check exchange rate,4,1.15
9275,Check exchange rate,5,0.9
9275,Check exchange rate,6,1.11
9275,Check exchange rate,7,1.1
9275,Check exchange rate,8,1.18
9275,Check exchange rate,9,0.88
9275,Check exchange rate,10,0.87
9275,Check exchange rate,11,0.94
9275,Check exchange rate,12,0.89
9275,Pays by card,13,
9276,Check-in,1,
9276,Check exchange rate,2,1.0
9276,Check exchange rate,3,1.05
9276,Check exchange rate,4,0.97
9276,Check exchange rate,5,1.01
9276,Check exchange rate,6,1.05
9276,Check exchange rate,7,1.07
9276,Check exchange rate,8,1.15
9276,Check exchange rate,9,1.01
9276,Check exchange rate,10,0.98
9276,Check exchange rate,11,0.88
9276,Check exchange rate,12,1.05
9276,Pays by card,13,
9277,Check-in,1,
9277,Check exchange rate,2,0.85
9277,Check exchange rate,3,1.05
9277,Check exchange rate,4,0.98
9277,Check exchange rate,5,1.01
9277,Check exchange rate,6,1.05
9277,Check exchange rate,7,0.81
9277,Check exchange rate,8,1.17
9277,Check exchange rate,9,0.84
9277,Check exchange rate,10,0.88
9277,Check exchange rate,11,0.8
9277,Check exchange rate,12,1.07
9277,Pays cash,13,
9278,Check-in,1,
9278,Check exchange rate,2,1.16
9278,Check exchange rate,3,1.08
9278,Check exchange rate,4,0.97
9278,Check exchange rate,5,0.87
9278,Check exchange rate,6,1.12
9278,Check exchange rate,7,0.97
9278,Check exchange rate,8,1.05
9278,Check exchange rate,9,1.0
9278,Check exchange rate,10,1.01
9278,Check exchange rate,11,0.97
9278,Check exchange rate,12,1.11
9278,Pays cash,13,
9279,Check-in,1,
9279,Check exchange rate,2,1.04
9279,Check exchange rate,3,1.12
9279,Check exchange rate,4,0.99
9279,Check exchange rate,5,0.96
9279,Check exchange rate,6,1.15
9279,Check exchange rate,7,0.99
9279,Check exchange rate,8,1.12
9279,Check exchange rate,9,1.25
9279,Check exchange rate,10,1.09
9279,Check exchange rate,11,0.86
9279,Check exchange rate,12,0.91
9279,Pays cash,13,
9280,Check-in,1,
9280,Check exchange rate,2,1.0
9280,Check exchange rate,3,0.88
9280,Check exchange rate,4,0.9
9280,Check exchange rate,5,0.85
9280,Check exchange rate,6,0.86
9280,Check exchange rate,7,0.98
9280,Check exchange rate,8,1.17
9280,Check exchange rate,9,0.99
9280,Check exchange rate,10,1.06
9280,Check exchange rate,11,0.96
9280,Check exchange rate,12,1.16
9280,Pays by card,13,
9281,Check-in,1,
9281,Check exchange rate,2,0.96
9281,Check exchange rate,3,1.13
9281,Check exchange rate,4,0.96
9281,Check exchange rate,5,0.97
9281,Check exchange rate,6,0.9
9281,Check exchange rate,7,1.04
9281,Check exchange rate,8,1.01
9281,Check exchange rate,9,0.89
9281,Check exchange rate,10,1.01
9281,Check exchange rate,11,1.09
9281,Check exchange rate,12,0.96
9281,Pays cash,13,
9282,Check-in,1,
9282,Check exchange rate,2,1.11
9282,Check exchange rate,3,1.06
9282,Check exchange rate,4,0.95
9282,Check exchange rate,5,1.11
9282,Check exchange rate,6,0.84
9282,Check exchange rate,7,0.99
9282,Check exchange rate,8,0.96
9282,Check exchange rate,9,0.9
9282,Check exchange rate,10,1.09
9282,Check exchange rate,11,1.17
9282,Check exchange rate,12,1.04
9282,Pays cash,13,
9283,Check-in,1,
9283,Check exchange rate,2,1.03
9283,Check exchange rate,3,1.08
9283,Check exchange rate,4,0.93
9283,Check exchange rate,5,0.9
9283,Check exchange rate,6,1.17
9283,Check exchange rate,7,0.9
9283,Check exchange rate,8,0.91
9283,Check exchange rate,9,0.87
9283,Check exchange rate,10,0.86
9283,Check exchange rate,11,1.01
9283,Check exchange rate,12,1.13
9283,Pays by card,13,
9284,Check-in,1,
9284,Check exchange rate,2,0.88
9284,Check exchange rate,3,1.18
9284,Check exchange rate,4,1.07
9284,Check exchange rate,5,1.01
9284,Check exchange rate,6,1.09
9284,Check exchange rate,7,1.14
9284,Check exchange rate,8,0.93
9284,Check exchange rate,9,0.87
9284,Check exchange rate,10,1.01
9284,Check exchange rate,11,0.93
9284,Check exchange rate,12,1.13
9284,Pays by card,13,
9285,Check-in,1,
9285,Check exchange rate,2,1.07
9285,Check exchange rate,3,0.91
9285,Check exchange rate,4,0.94
9285,Check exchange rate,5,1.01
9285,Check exchange rate,6,0.9
9285,Check exchange rate,7,0.92
9285,Check exchange rate,8,0.94
9285,Check exchange rate,9,1.21
9285,Check exchange rate,10,1.12
9285,Check exchange rate,11,1.01
9285,Check exchange rate,12,0.89
9285,Pays by card,13,
9286,Check-in,1,
9286,Check exchange rate,2,1.04
9286,Check exchange rate,3,1.14
9286,Check exchange rate,4,1.16
9286,Check exchange rate,5,1.07
9286,Check exchange rate,6,0.94
9286,Check exchange rate,7,0.94
9286,Check exchange rate,8,1.07
9286,Check exchange rate,9,0.83
9286,Check exchange rate,10,1.0
9286,Check exchange rate,11,1.13
9286,Check exchange rate,12,0.83
9286,Pays by card,13,
9287,Check-in,1,
9287,Check exchange rate,2,1.06
9287,Check exchange rate,3,1.01
9287,Check exchange rate,4,0.88
9287,Check exchange rate,5,0.96
9287,Check exchange rate,6,0.88
9287,Check exchange rate,7,0.93
9287,Check exchange rate,8,0.93
9287,Check exchange rate,9,1.05
9287,Check exchange rate,10,0.97
9287,Check exchange rate,11,0.98
9287,Check exchange rate,12,0.94
9287,Pays by card,13,
9288,Check-in,1,
9288,Check exchange rate,2,0.92
9288,Check exchange rate,3,0.85
9288,Check exchange rate,4,0.9
9288,Check exchange rate,5,1.03
9288,Check exchange rate,6,0.91
9288,Check exchange rate,7,0.96
9288,Check exchange rate,8,1.07
9288,Check exchange rate,9,1.04
9288,Check exchange rate,10,0.93
9288,Check exchange rate,11,1.01
9288,Check exchange rate,12,0.79
9288,Pays cash,13,
9289,Check-in,1,
9289,Check exchange rate,2,0.86
9289,Check exchange rate,3,1.06
9289,Check exchange rate,4,0.95
9289,Check exchange rate,5,1.07
9289,Check exchange rate,6,1.07
9289,Check exchange rate,7,1.17
9289,Check exchange rate,8,0.96
9289,Check exchange rate,9,1.11
9289,Check exchange rate,10,1.07
9289,Check exchange rate,11,0.98
9289,Check exchange rate,12,0.9
9289,Pays by card,13,
9290,Check-in,1,
9290,Check exchange rate,2,1.05
9290,Check exchange rate,3,0.85
9290,Check exchange rate,4,1.07
9290,Check exchange rate,5,0.92
9290,Check exchange rate,6,1.0
9290,Check exchange rate,7,0.92
9290,Check exchange rate,8,0.95
9290,Check exchange rate,9,0.87
9290,Check exchange rate,10,0.99
9290,Check exchange rate,11,1.1
9290,Check exchange rate,12,0.91
9290,Pays cash,13,
9291,Check-in,1,
9291,Check exchange rate,2,0.89
9291,Check exchange rate,3,0.73
9291,Check exchange rate,4,0.99
9291,Check exchange rate,5,0.86
9291,Check exchange rate,6,0.83
9291,Check exchange rate,7,0.99
9291,Check exchange rate,8,1.15
9291,Check exchange rate,9,0.94
9291,Check exchange rate,10,0.84
9291,Check exchange rate,11,0.76
9291,Check exchange rate,12,1.02
9291,Pays cash,13,
9292,Check-in,1,
9292,Check exchange rate,2,1.03
9292,Check exchange rate,3,1.06
9292,Check exchange rate,4,1.08
9292,Check exchange rate,5,1.11
9292,Check exchange rate,6,0.83
9292,Check exchange rate,7,1.1
9292,Check exchange rate,8,1.09
9292,Check exchange rate,9,0.88
9292,Check exchange rate,10,1.02
9292,Check exchange rate,11,1.0
9292,Check exchange rate,12,1.01
9292,Pays cash,13,
9293,Check-in,1,
9293,Check exchange rate,2,0.91
9293,Check exchange rate,3,0.79
9293,Check exchange rate,4,0.88
9293,Check exchange rate,5,0.92
9293,Check exchange rate,6,1.2
9293,Check exchange rate,7,0.97
9293,Check exchange rate,8,0.97
9293,Check exchange rate,9,0.86
9293,Check exchange rate,10,0.94
9293,Check exchange rate,11,0.94
9293,Check exchange rate,12,1.11
9293,Pays cash,13,
9294,Check-in,1,
9294,Check exchange rate,2,1.08
9294,Check exchange rate,3,0.99
